"•ÈÀ""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1952.588632,1994.324633,2124.848539,2281.289928,2341.146313,2378.339732,2387.684875,2388.412347,2561.522585,2772.010929,3860.864936,3895.264726,4017.337385,4240.061862,4158.271626,3984.974239,4314.581637,4336.087404,4483.880847,4685.296728,4562.295973,4399.499823,4257.864407,4268.048912,4447.316635,4598.138495,4589.153656,4616.397062,4629.177666,4514.704706,4421.364531,4302.891175,4190.98422,4122.69574,4088.79813,4119.688948,4246.553191,4203.357367,4177.294129,4079.933344,4094.06036,4209.796087,4108.401299,4084.503346,4114.406409,4086.616007,4204.798432,3985.808102,4036.827651,3790.469968,3997.046918,3797.778355,3876.948104,3867.62236,3749.650936,
Djibouti,DJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0509419,,,,,,,,,,,,,,173.2573954,178.5700521,181.2556326,178.9045288,,,,,,,,
Dominica,DMA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.4941631,,,,,,,,,,,,,,554.5680768,581.2140285,594.1434432,607.3875274,,,,,,,,
Denmark,DNK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1922.973673,2023.30839,2296.289563,2502.927644,2600.155821,2822.734845,3067.427832,3061.110107,3203.752279,3699.530444,3971.430728,3728.538022,3858.592122,3781.757201,3489.606459,3453.207222,3745.561839,3830.10381,3894.637761,4020.036542,3735.144086,3381.43445,3422.374805,3233.1601,3353.461203,3774.101134,3823.501807,3819.832129,3642.119646,3414.211605,3376.783307,3734.818398,3561.890369,3645.515346,3760.577237,3706.440187,4170.252024,3848.155844,3772.110277,3602.670638,3489.614796,3583.955723,3535.098014,3727.834179,3597.17296,3487.631914,3728.171039,3622.596833,3501.513847,3329.211067,3510.79685,3230.188031,3097.925592,3107.143595,2906.288696,
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,505.4012922,573.3727456,586.3149479,600.9451992,598.2222296,602.9228551,601.9517848,602.6261292,611.5822429,591.2373515,597.8690324,596.9336792,630.7855515,648.5999057,529.6156164,537.1999341,594.381239,557.2477219,538.1539528,562.6743022,555.6463328,603.7813761,573.8603735,646.3337277,666.5324451,683.5619721,749.8447352,748.0458634,759.5450104,822.8522965,788.626405,819.7970491,779.0914096,693.0987674,738.4484981,762.0779242,763.4089325,744.5033675,716.5470364,739.8871063,740.3572704,763.7557366,731.3131626,,
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,231.5798994,261.4652508,305.1273352,319.2224366,330.3970687,366.5219605,398.6561135,476.7782334,586.3413003,579.4513139,610.834507,771.2354976,807.8431007,776.3374448,786.3259037,862.4140086,827.5525068,849.7070918,820.3105108,856.1589749,883.7270922,883.7458819,867.5841055,819.2719029,838.7687299,798.1333299,804.8427051,820.6165235,863.7608746,865.6660165,856.2624247,904.4563919,949.2122306,948.6389846,974.4805253,1028.606999,1075.194127,1070.725369,1151.451071,1112.401935,1138.912729,1227.723437,1245.992191,,
East Asia & Pacific (developing only),EAP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,443.4445435,452.8202007,459.7836843,461.4313099,494.3147982,502.8042054,536.4135477,569.8251124,575.0242489,569.2157749,561.0179565,568.4425277,580.1725795,600.9991913,609.4864674,623.2377035,640.7020052,662.3270883,669.0374028,711.4151091,694.9364697,708.2205085,739.5793619,759.955351,802.6793481,818.6037484,816.9292576,807.5530305,818.9131315,858.0368391,868.5486387,907.8481209,1001.909096,1120.71312,1192.010796,1273.060087,1324.778684,1348.573978,1431.266586,1546.784535,1641.477005,1705.937291,1812.896019,,
East Asia & Pacific (all income levels),EAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,658.4787513,678.8811321,711.3734748,711.2392572,724.7255522,747.1710286,783.647572,815.7163907,833.7695905,822.7418223,805.1615946,811.5125312,820.8677689,856.388793,862.5722337,880.2769557,900.9148005,938.1861894,955.9823782,1015.255196,1005.123631,1027.943827,1066.500475,1101.008113,1146.60529,1173.251644,1181.659245,1160.825877,1182.742958,1229.531016,1234.847332,1273.038732,1357.80262,1475.610295,1532.329266,1607.42903,1656.819428,1670.126989,1728.952474,1855.488885,1926.275093,1977.168898,2073.454793,,
Europe & Central Asia (developing only),ECA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876.39476,2741.792062,2449.773306,2231.949909,1998.481276,1980.27836,1923.070249,1864.75311,1838.748183,1770.7093,1785.17154,1769.030086,1832.54724,1912.054067,1954.362164,1946.492103,2020.234766,2071.245004,2070.031422,1865.840182,1988.196352,2063.205894,2042.592763,1984.52054,,
Europe & Central Asia (all income levels),ECS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756.924521,3724.59665,3505.318347,3381.119588,3195.193612,3208.845456,3246.40612,3181.968567,3173.882275,3168.83341,3192.819799,3238.439919,3238.988989,3321.018413,3350.780544,3349.540981,3391.645642,3365.266515,3370.824871,3149.598008,3300.407814,3270.559382,3272.535446,3216.486514,,
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,357.9752757,360.600662,355.6864606,419.1307853,449.6611254,486.7903288,568.0737053,569.8219469,586.0520965,626.3768501,635.0927279,666.6358074,602.7434363,629.494548,620.7640148,603.0214911,602.4700625,615.7184297,574.6323183,619.4925957,636.0043621,629.2207774,573.4877456,600.2876262,687.9606411,709.5379972,721.6875887,726.9798708,641.723469,698.0762549,727.8601713,739.4547575,716.5424843,764.8138793,739.7976969,786.7704219,833.2035829,854.2717822,895.8721857,919.4224427,934.3776355,943.7548952,979.7547613,,
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,219.3210798,236.9378137,216.1601133,237.1710939,253.5189275,288.9072139,308.424226,310.603031,333.6863749,348.0541833,395.5795538,422.3467527,456.6570402,493.1487847,519.6168794,519.301862,538.2012135,536.2729061,557.0899247,571.8521,559.3526991,561.9650196,571.2300348,539.1026632,562.6387463,586.2744592,599.6686473,631.1652694,633.8157132,593.9534708,654.8564945,663.0061526,675.4817937,716.742476,820.1157253,851.4122813,896.3484942,914.9430634,919.0682337,883.9177643,908.2195829,913.1315475,884.9922334,,
Euro area,EMU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1402.873124,1454.225886,1566.554259,1685.164658,1761.178485,1815.536631,1864.042124,1940.645619,2092.597171,2262.284425,2745.763673,2782.219717,2920.561986,3108.286384,3064.904617,2930.944341,3139.952379,3103.935703,3221.879901,3351.84383,3290.513609,3180.726474,3071.765945,3095.152322,3199.83085,3296.843836,3327.824134,3397.801923,3424.382031,3486.388171,3509.672772,3557.451345,3470.344381,3434.58489,3418.823629,3519.429235,3623.993391,3612.945976,3668.73792,3657.572105,3694.617203,3776.472073,3753.90674,3807.025625,3844.116301,3832.135422,3821.172637,3741.373352,3714.181826,3499.959516,3619.572945,3473.441867,3453.04892,3393.544893,3275.564571,
Eritrea,ERI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.580928,292.3263249,301.8185942,315.3204945,327.0101336,319.1649298,202.7251967,204.5327578,200.2432142,202.9345506,197.5498689,204.0225964,182.9219392,181.7963182,161.2651123,162.7000347,149.8565315,157.1340591,157.9650482,160.0662106,162.8630525,163.8739432,,
Spain,ESP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,530.6648498,557.5992908,605.2235273,623.5181841,683.6855542,714.7215779,790.7917042,881.3832486,993.6645683,1049.791164,1123.102994,1246.097896,1299.431016,1481.228562,1589.969551,1618.020826,1717.313212,1667.646016,1757.033655,1768.328553,1808.10483,1820.975822,1762.404545,1783.76648,1815.877916,1845.625413,1878.163674,1919.446649,2068.448402,2271.136082,2318.484104,2399.396863,2435.969621,2329.152705,2451.767322,2558.782301,2515.298474,2666.264055,2791.080148,2911.184086,3026.489364,3067.972321,3107.867341,3157.227264,3238.502447,3251.397133,3194.081246,3180.03342,3026.338408,2757.691412,2742.877182,2689.684337,2683.36879,2503.794194,2450.030889,
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.731998,5841.390649,4283.158664,3639.269192,3752.387328,3624.431136,4043.289955,4010.915768,3695.170673,3486.905159,3374.70839,3541.512051,3415.780621,3798.038257,3893.395472,3846.392943,3775.035083,4243.648,4105.417736,3648.978843,4222.73719,4237.729191,4174.387766,4623.279112,4599.699516,
Ethiopia,ETH,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,436.5591802,434.7931958,435.2445901,434.7974626,432.8517469,432.7853184,432.4583755,433.7641925,434.381616,434.7187373,435.3605996,434.0582229,434.436385,433.1421044,432.9970644,434.6187794,437.2349953,436.8398955,437.1822829,438.0063222,437.0137327,431.1518241,433.3317115,434.6075625,435.7998237,436.40181,435.1454046,435.298099,434.5102873,435.1794408,438.9966343,439.2549094,440.6507236,441.3219627,439.7535697,440.9691668,442.8666515,451.8236653,458.4470659,469.6579379,483.1234364,492.0368277,506.9752997,,
European Union,EUU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1720.316626,1761.406449,1869.038118,1979.025516,2045.754989,2095.115359,2138.189889,2203.484043,2337.959904,2507.863081,2893.78944,2909.730602,3014.11091,3175.814627,3121.955752,3041.742592,3222.303499,3234.385774,3337.784794,3462.397733,3369.388424,3256.810064,3196.650709,3204.902756,3270.420954,3383.168517,3428.204854,3490.278988,3505.8218,3511.020789,3441.072475,3438.793955,3348.197025,3332.303559,3310.939999,3398.747499,3509.939899,3470.321075,3485.829187,3450.498715,3468.986012,3542.140724,3523.834674,3581.42084,3606.005725,3602.137112,3600.636543,3528.059814,3499.093348,3289.303987,3412.813569,3280.004491,3259.195954,3200.03575,3162.489259,
Fragile and conflict affected situations,FCS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,425.9005468,426.5940227,438.6570717,460.6122665,457.9541847,456.1442184,459.6702636,476.3937146,483.512162,497.1491061,505.2689582,510.156556,518.5007443,526.0571194,536.6171802,521.7776585,539.4777065,557.685295,574.1496956,571.4703294,575.5106401,609.4734351,561.1771153,537.6403241,546.8789312,557.2246076,556.3015026,546.0521586,556.6706508,568.8297315,549.2837658,543.5594691,560.6707681,575.3162253,589.7228905,567.3260644,559.9390015,570.8341805,,
Finland,FIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2196.953067,2252.77869,2361.743876,2478.912009,2678.383166,2887.694106,3065.438676,3126.426045,3342.703258,3668.523299,3872.223019,3939.211088,4188.160677,4507.556984,4383.848118,4181.810657,4459.859609,4516.248068,4664.523176,4963.535508,5146.642299,4934.588468,4805.493882,4823.858831,4910.523018,5269.892371,5482.578423,5960.692586,5590.436514,5753.639283,5691.571186,5742.784229,5380.993068,5617.215378,5972.554273,5661.903876,6070.212094,6276.951692,6319.326601,6283.958258,6237.182463,6395.881618,6705.439836,7056.988913,7107.677024,6537.380749,7093.267376,6967.213239,6656.168867,6251.131559,6819.556128,6530.013704,6269.755416,6074.749787,6266.859068,
Fiji,FJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.253639,,,,,,,,,,,,,,813.8277398,703.3170281,675.6185112,627.7486466,,,,,,,,
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1692.261779,1737.68936,1852.735771,1974.481719,2075.934102,2101.175153,2115.415959,2241.911395,2355.255379,2532.910636,2947.089402,3021.52658,3160.804837,3370.715782,3235.810603,3040.628745,3228.60445,3155.621469,3353.634615,3482.360049,3465.260917,3369.710252,3272.052745,3339.633548,3440.374205,3588.714432,3622.969063,3690.651453,3652.298741,3780.079086,3828.40926,4043.098952,3954.003703,4001.905213,3836.14713,3981.415894,4192.017107,4049.350465,4151.722109,4123.62658,4135.647154,4246.133871,4225.606954,4271.078809,4301.8736,4290.505161,4196.237645,4120.305821,4116.330115,3919.219954,4024.252396,3853.84946,3845.71513,3842.57117,3656.420645,
Faroe Islands,FRO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1778.963795,1707.306293,2308.828497,2471.275416,1998.782551,1876.543824,2000.900136,2218.72688,1917.628425,1884.533679,2062.47517,2069.787851,2074.422789,1879.430211,1638.255324,1593.006885,1470.396646,1512.396933,1370.189112,1240.621085,1247.071307,1298.096353,1337.818682,1155.325068,1234.477642,1252.665984,1236.017688,1281.973448,1217.440445,1194.130476,1252.477914,1229.364594,1213.474315,1216.34123,1250.756835,1263.524544,1281.681891,1289.600411,1324.567409,1370.617198,1380.061345,1401.148691,1434.913543,,
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3033.050649,3006.747386,3087.341972,3196.831184,3212.534556,3329.410163,3306.781613,3345.553495,3406.144495,3557.129275,3684.952352,3733.282998,3747.962475,3880.650174,3734.841652,3545.817134,3616.975534,3695.383871,3675.435273,3858.975965,3523.648842,3415.37757,3397.122289,3377.904913,3370.524943,3550.783791,3597.944694,3619.077269,3643.006881,3626.297861,3597.051621,3707.951971,3684.724535,3713.185819,3732.521114,3728.963152,3879.822786,3760.712365,3787.108452,3784.074088,3785.753126,3784.924132,3685.865479,3731.562876,3694.459125,3686.375964,3598.820185,3441.688766,3360.775378,3144.331155,3224.864161,2966.744784,3028.134185,2977.666808,2753.861479,
Georgia,GEO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.263224,2079.052503,1776.767826,1548.32339,963.6385141,786.9537389,811.5476268,725.5223321,677.3362601,624.9365525,649.3823416,585.9948933,583.8739959,628.9904673,655.0068316,677.9312649,732.9574468,818.5509554,745.548139,778.1606335,795.2860418,914.6753548,968.7662745,1032.146186,,
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,339.45104,348.9318908,359.8669577,367.8777587,372.2416594,365.3959791,381.515147,374.5502676,370.5354206,372.4742352,378.6335154,376.708897,308.6590058,318.74292,342.2553903,345.3685618,363.8521048,346.4742387,363.6040432,361.6994092,363.9694268,366.5226451,373.5246659,378.391507,386.091968,389.9310126,398.3393538,411.642024,417.8596601,333.5569191,327.6398475,317.5257493,292.8009875,285.1605766,275.4110729,285.9682567,278.7609895,271.6885277,286.8025119,305.0209366,317.7439897,335.5048716,343.6127717,,
Guinea,GIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39829801,,,,,,,,,,,,,,77.43450869,74.97178145,76.62675578,86.56464622,,,,,,,,
Guinea-Bissau,GNB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66280127,,,,,,,,,,,,,,60.06358359,59.47563003,60.21665954,62.19955976,,,,,,,,
Equatorial Guinea,GNQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.008814,1995.634848,2327.641478,2641.942451,,,,,,,,
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,289.057068,322.4905782,350.1012579,367.8114303,433.5593423,478.7558566,547.1970016,607.7021559,652.081597,725.5256154,872.783728,984.0420762,1134.786493,1322.763942,1256.348735,1298.204363,1386.100466,1469.549429,1525.443536,1597.925925,1553.781616,1505.279387,1537.277697,1599.07022,1652.729981,1766.766154,1673.818047,1791.833386,1902.914451,2093.114345,2102.677685,2094.621503,2129.894516,2090.762365,2138.251953,2147.136479,2206.103895,2282.137035,2389.793153,2390.082866,2506.639948,2578.112105,2597.748289,2666.453637,2711.187743,2752.87518,2742.443851,2734.920111,2745.894439,2650.052395,2482.631816,2408.934741,2404.963653,2134.104396,2065.71443,
Grenada,GRD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1274432,,,,,,,,,,,,,,720.8470927,767.3553438,784.435255,781.9514032,,,,,,,,
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,490.2469135,491.4734424,499.0916608,498.7288841,534.1758199,556.1527577,574.3593563,573.0367422,592.1659677,532.7370667,504.5679462,482.7124778,454.2387157,467.5986825,464.4262968,435.0183126,448.694682,455.7249371,461.9775544,481.6400462,483.2956846,497.3442978,483.5862611,497.177796,513.6816797,515.3009244,526.3260333,558.7479507,599.1347918,602.3554454,600.1884488,590.4787468,599.1219839,602.4444096,591.6384907,587.2352056,616.8920762,578.2580984,649.414244,691.9776944,724.2858795,720.4441816,767.647435,,
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4670671,,,,,,,,,,,,,,645.4116487,666.671156,672.3095851,670.5666825,,,,,,,,
High income,HIC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2763.959491,2795.140666,2913.425272,3064.456399,3170.367237,3255.389736,3381.296893,3524.120215,3714.942335,3919.678719,4247.142476,3875.480708,4021.693705,4204.249613,4109.679645,3979.88101,4200.208322,4265.911077,4365.170992,4441.432055,4309.325088,4174.435437,4047.530338,4039.647777,4162.937166,4218.664023,4239.345757,4351.539359,4463.814363,4508.390638,4618.619429,4631.645597,4589.356014,4578.336096,4553.817715,4593.286013,4687.246308,4673.596278,4661.978879,4727.869676,4807.567003,4787.060693,4798.444715,4841.419356,4910.182909,4900.362087,4908.789231,4904.365149,4856.54648,4618.526307,4782.291707,4696.19887,4666.85122,4656.490835,4607.84397,
"Hong Kong SAR, China",HKG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,741.963266,760.612814,747.5792154,805.4912095,813.399229,894.1460823,997.7755961,1078.838565,918.3852973,914.0082163,995.0381989,1082.685345,1153.427999,1155.41618,1205.031707,1369.176773,1465.545837,1639.490724,1654.389399,1515.886055,1544.077191,1839.909318,1763.903237,1777.611757,1729.631422,1627.306658,1528.708489,1987.152834,2426.537652,2033.435109,2130.017425,1981.917231,2038.247459,1917.10017,1884.978277,1975.749369,2107.973049,2049.110064,2163.37196,1946.798497,2088.270971,1993.610544,1938.360765,,
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,502.1392083,499.2770432,503.8102036,496.8347987,495.5145789,499.84352,512.6054283,509.4119515,510.2139113,514.4590196,495.814141,520.3932171,494.9186021,490.9875518,472.2655398,470.2861693,481.3199566,489.7219923,495.5022256,485.2944805,476.1724244,483.3355439,481.1323416,486.8787922,505.0830457,495.2980888,528.9015643,555.5525484,478.1478033,479.0850029,506.2745397,516.4041366,550.5585014,582.257818,597.3643717,569.943267,657.3986397,640.7357562,603.6572994,608.2265496,663.9493669,662.4167817,662.4355862,,
Heavily indebted poor countries (HIPC),HPC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.996835,373.9023033,380.005565,377.8804663,383.8483545,386.9695978,390.8548607,387.3419641,390.5347276,393.3105228,399.8086195,408.8025825,416.4791325,422.7029601,,
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.359833,1618.17184,1502.137136,1485.861422,1475.30086,1510.141572,1610.067423,1704.816929,1788.870918,1748.911946,1760.124718,1790.091441,1856.868919,1984.677703,1989.448299,2003.182125,2014.520495,2102.145852,2048.482718,1969.284352,1938.54177,1971.428218,1855.434654,1813.931187,,
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,313.8591121,317.810226,320.4129293,327.9829745,333.5165242,346.9438793,350.433911,358.0343268,364.4344996,366.1507318,298.0026546,301.8476928,303.4110312,299.2417068,294.7660128,224.2921343,226.3269714,229.2577624,228.8516555,219.7930542,215.1461933,219.0754969,207.659099,187.1617795,216.526855,244.0000362,252.4630934,248.1680657,247.1060383,235.1446369,236.2887406,261.3743315,247.0832073,250.8715146,367.6968166,372.7250999,384.5137752,383.5157283,383.2313013,379.6718414,387.3769947,395.8973753,393.1591509,,
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,1426.89966,1447.937954,1476.049576,1506.999492,1607.81594,1730.162867,1836.349752,1880.538798,2039.367028,2101.987075,2173.246968,2311.173366,2428.82933,2674.059334,2638.204969,2646.304187,2630.042921,2630.758481,2594.394779,2697.394146,2794.251944,2787.684172,2894.827453,2863.97624,2874.895807,2774.492028,2642.922571,2423.179448,2481.448412,2406.688352,2503.077801,2572.974361,2527.301626,2502.204047,2490.712604,2448.140338,2512.67485,2520.152466,2580.207496,2579.291721,2731.039703,2713.257084,2658.036373,2636.646773,2480.637257,2568.379893,2504.334706,2372.873994,2280.385122,2293.097573,
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,297.2005884,301.3579908,307.0773827,310.3150983,314.6231287,320.8218717,347.8682044,363.4595869,371.4507253,377.6795971,388.2875879,388.834625,387.096696,393.5148661,398.9134439,431.1888241,436.663235,440.1841741,456.7100733,543.5473707,560.369795,574.3448903,620.5811408,611.5676179,664.20317,678.0891229,690.7954914,666.1969622,688.2117752,735.7603626,742.8676481,760.140852,752.1816487,791.2544364,794.6861684,802.7431653,788.5836582,793.7595631,838.7192528,866.8269662,838.6472337,854.0720517,850.2489188,,
Isle of Man,IMN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,268.521155,268.4850833,269.759384,273.9426679,277.187262,281.7767506,283.2753936,280.6107583,286.8591964,287.5350449,295.2155851,299.5926771,302.2921124,307.7350712,316.631683,320.6547825,325.7380909,336.2121681,344.7176217,352.1879583,358.4765867,365.3794914,365.2777044,373.3000425,386.4209226,391.7358145,399.0525289,402.7763195,416.4401139,418.9221864,418.5885563,423.5801144,425.6045075,442.0732082,452.3669797,468.555736,486.2923748,501.5644852,545.2642246,562.7004879,574.3203623,595.10006,606.0538159,,
Not classified,INX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1318.812487,1396.466152,1412.729677,1453.962105,1522.194973,1511.904911,1629.591872,1767.425106,1881.149354,1974.588853,2023.631076,2245.32344,2194.513065,2238.471783,2268.08988,2083.994921,2110.191937,2203.821522,2178.720976,2534.338644,2413.156353,2392.953953,2356.894257,2336.183558,2346.17853,2438.438397,2503.498894,2608.806581,2592.838648,2655.244974,2820.410168,2827.844498,2775.218003,2813.710465,2941.613242,2951.913093,3122.335609,3255.498451,3417.568527,3544.387616,3626.747161,3713.513869,3661.322241,3515.094503,3558.085941,3503.642864,3424.160852,3416.030946,3293.884635,3153.759061,3161.544947,2878.956536,2871.11374,2840.196821,2767.565564,
"Iran, Islamic Rep.",IRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,567.2097013,541.7485526,668.126412,772.2829107,814.0118308,898.580676,974.9108633,913.5807294,999.530582,984.4817535,1066.021113,1197.782195,982.1314846,1096.680032,1137.520659,1100.511229,1079.859111,1064.664359,1210.549003,1234.424844,1341.72004,1391.902601,1481.27733,1625.438217,1678.149647,1592.567081,1750.128512,1748.927932,1948.328338,1868.160473,1997.535664,2039.149322,2082.070195,2244.313948,2462.25213,2544.315169,2662.254505,2821.155976,2828.011883,2794.493578,2825.054724,2883.366717,2960.384768,,
Iraq,IRQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,392.1708901,405.15249,425.4958535,447.7857915,521.7439045,624.9357091,626.3549377,691.4391271,799.4893614,706.0652039,682.1203034,690.3237997,810.7209801,806.1129729,887.1253658,983.1608552,958.1894717,1136.305967,1212.139463,1127.981907,914.3232442,1311.188969,1622.218512,1783.168829,1656.608331,1602.145448,1861.796097,1292.536655,969.9496693,1105.970197,1200.449701,1130.942716,1047.049316,1103.735487,1079.864757,878.6854255,892.3958024,942.285803,1098.949291,1216.878261,1253.684802,1371.58489,1480.760602,,
